1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
539:[161.2429 163.6829 383.383 ],[224.02577   55.466347 353.1137  ],[257.42508   55.246212 325.21896 ],[259.54434   78.840294 318.93555 ],[246.32645  90.59848 327.15768],[204.77791  50.1603  296.31924],[221.68352   14.882225 277.25784 ],[231.40007    -5.1112366 266.9378   ],[239.64162  -20.739792 258.6676  ],[179.2882   67.60429 266.99936],[189.56705  36.13617 238.75432],[195.75648   17.954659 223.5301  ],[201.11542     3.3572493 211.7501   ],[155.85768   97.946396 235.40268 ],[157.39082   84.196594 205.43309 ],[158.9984   76.70328 189.70038],[161.18584   71.561455 178.51877 ],[215.80592 153.64973 348.54712],[244.16537 140.4205  336.56668],[257.49097  126.068756 309.36588 ],[273.11478 113.04756 289.37595]
540:[162.03769 167.69661 364.236  ],[198.13988 123.59029 230.11809],[199.62639 132.39864 187.52838],[200.50967 138.52238 163.81398],[201.17186 144.46333 145.24417],[161.05624  96.38547 220.13293],[159.3894   85.52798 178.02574],[157.4199   79.90579 154.25253],[155.31004  75.18066 135.44316],[126.76462  85.25281 237.07098],[121.196106  64.91101  199.0068  ],[115.51746   56.733063 176.612   ],[109.47522   51.798508 158.73149 ],[ 83.66641  85.66559 258.0783 ],[ 75.06456  68.5405  231.20224],[ 69.538445  63.310787 215.44266 ],[ 65.12195   61.161835 203.94795 ],[152.60146 173.81784 291.55737],[152.87622 173.29071 258.0544 ],[128.69872 150.65855 252.89093],[109.82388 133.41156 265.5216 ]
541:[121.49054  115.542816 428.518   ],[131.6914    19.622116 333.97702 ],[152.81741   34.381413 298.9123  ],[149.07098  53.92397 313.21985],[141.91599  60.428   330.16312],[ 99.38664   26.008808 298.67352 ],[120.07643   40.512493 263.24396 ],[120.12139   58.957344 279.38208 ],[113.63448  61.2068  297.64218],[ 75.51749   46.100178 290.09286 ],[ 94.367874  57.388588 252.53073 ],[ 99.84826  78.63534 263.44833],[ 95.94955   84.361855 281.68506 ],[ 54.267544  76.37539  278.6278  ],[ 73.60561  84.62119 253.17923],[ 81.869125  89.05305  267.95508 ],[ 80.85925   88.986404 280.4141  ],[168.18141   78.294495 422.06876 ],[189.66743   52.922043 417.8985  ],[210.90993   27.423754 413.20578 ],[232.07047    9.242228 419.11478 ]
542:[163.79205 151.17651 368.923  ],[147.23463   38.290985 297.8294  ],[143.82968   9.69244 265.20718],[143.81055    -4.9918203 245.58513  ],[144.71571  -16.382393 229.77353 ],[106.79644   47.727722 270.21143 ],[ 91.952286  29.270144 233.70596 ],[ 84.33778   19.023973 212.78496 ],[ 78.18932    10.4331455 196.3848   ],[ 81.39305  75.57324 263.99188],[ 84.38506  73.32028 220.63693],[101.132065  91.20554  221.19254 ],[105.820145  98.479034 238.67651 ],[ 61.072857 116.24863  252.02847 ],[ 59.17386  98.05247 224.55344],[ 70.39444 105.40476 213.31535],[ 77.02684 115.63245 216.08255],[199.705   101.01514 360.44308],[214.11479  70.88394 357.7467 ],[228.52928  40.74292 355.06918],[245.55092   18.180027 358.8681  ]
543:[131.90732 159.1877  362.691  ],[144.70854  83.57139 243.45789],[152.78844  55.95546 210.81198],[158.61627  39.89517 193.24051],[163.98315   26.704006 179.9078  ],[122.107994 111.3843   204.6203  ],[124.36365   87.078064 168.59534 ],[126.364815  72.07931  149.31618 ],[128.12433   59.133533 134.82887 ],[103.63755 144.99936 197.93015],[ 98.81851 136.472   155.53038],[ 95.64836 130.77068 131.90628],[ 93.10041 125.69816 113.24219],[ 92.226234 190.00731  195.03873 ],[ 87.70523 193.1024  162.48776],[ 86.979095 195.43944  145.15965 ],[ 87.14025 197.47217 132.82703],[160.6558  146.87634 302.02167],[173.05962 134.12378 273.62592],[159.70255 146.4583  245.46785],[141.17671 164.20908 233.01971]
544:[155.51978 196.7771  332.171  ],[175.96198 108.50547 227.50641],[185.08472  86.65126 190.99821],[190.74458  73.54105 171.07983],[195.49646  65.8453  153.79498],[125.83395   97.470566 216.09055 ],[123.57341  66.27024 185.83977],[122.15278   48.336243 169.19624 ],[120.85593  34.38025 155.62718],[ 86.92969 107.60028 227.67764],[ 73.75933  77.83637 198.79285],[ 65.92953  60.65149 183.17148],[ 59.164116  48.34521  169.63058 ],[ 46.263985 134.09119  236.89275 ],[ 32.685776 116.77314  212.28987 ],[ 25.19073 107.42802 199.5327 ],[ 19.700115 100.91782  190.38272 ],[150.13388 199.09636 259.41022],[150.9954  193.02106 226.4686 ],[119.62806 181.41797 224.25816],[ 93.97514 174.44896 234.58353]
545:[172.05948 185.83109 296.425  ],[238.54698  65.36807 264.9133 ],[248.68845  71.80221 223.08708],[239.61565  92.62597 213.88336],[228.23276 106.84646 220.86751],[197.13658  35.22354 256.30322],[202.71835   38.788387 213.29375 ],[199.45593  62.87835 210.1819 ],[195.33084  72.97356 226.35724],[154.34322   36.891167 256.07413 ],[156.17413   25.875515 214.01486 ],[156.0488    49.355858 206.99268 ],[155.1878    62.721283 221.177   ],[104.210915  51.565926 245.35696 ],[ 94.82377   23.634336 230.48108 ],[ 91.4781    11.591409 218.23254 ],[ 89.56154     3.7289948 208.70569  ],[191.07631 176.50542 225.7845 ],[206.46391 164.1995  198.68123],[190.39928 136.65338 188.35811],[168.86911 118.10861 190.76561]
546:[160.68881 170.44719 322.245  ],[155.69902  39.92272 280.48688],[161.48053    -1.2108765 267.5146   ],[165.37314  -24.127037 259.74603 ],[168.80502  -42.258507 253.41808 ],[117.74476   44.917076 239.0603  ],[110.426094    5.2872467 222.64102  ],[106.87466  -17.067858 213.24475 ],[105.1541  -34.64316 204.95503],[ 90.947296  74.58752  219.16585 ],[ 79.42728  42.10993 192.5919 ],[ 73.79674   23.539183 177.62268 ],[ 69.39757   8.31077 166.25107],[ 70.1564  119.5074  194.08101],[ 55.64696 103.82097 168.9216 ],[ 47.69038  94.99278 156.07605],[ 41.866787  88.376854 147.21225 ],[173.2726  131.93538 267.45895],[178.22467 105.26756 247.78395],[152.85324 106.68708 225.9275 ],[129.16893 114.11108 211.88507]
547:[128.99011 151.88727 397.137  ],[190.20454   49.613007 350.20636 ],[205.95557   11.146519 337.3256  ],[214.84772  -10.569632 330.2551  ],[221.6878   -27.736483 324.00342 ],[159.25885   16.249031 363.05005 ],[158.71217    -7.3786526 326.51086  ],[148.24773     3.3855352 307.1387   ],[143.40276  20.89022 314.2579 ],[125.54194   13.494843 381.67038 ],[124.1883   -12.307375 346.6548  ],[114.06775    -3.2283974 326.2636   ],[109.000145  15.083082 330.68854 ],[ 82.03696  18.62539 389.759  ],[ 87.03574  -13.121857 382.22845 ],[ 89.372345 -29.581566 376.76306 ],[ 89.438835 -37.80144  367.346   ],[123.46489 127.16794 330.51242],[126.82269 110.13634 301.85144],[125.1288    85.399765 279.2979  ],[110.918076  62.29432  288.09827 ]
548:[157.87021 151.43097 369.011  ],[192.11761  73.87569 255.57217],[205.54236   53.105354 219.76646 ],[213.41344   41.370014 199.74196 ],[220.18471  31.30222 184.46582],[152.16997   51.602203 247.04071 ],[159.38365   25.078743 213.30426 ],[163.48997     9.6292925 194.72723  ],[166.85408  -3.2043  180.42505],[116.62889   50.441414 261.14688 ],[109.37416  19.92232 230.98676],[105.00045     2.1171703 214.72328  ],[100.220825  -9.271037 199.62247 ],[ 74.170685  62.36089  274.6131  ],[ 61.971516  41.186447 252.42285 ],[ 55.307796  29.899391 240.82762 ],[ 50.42762   21.642307 232.81163 ],[202.08492 149.96985 319.38873],[225.64478 143.6924  296.40335],[249.3296  136.38551 273.84085],[266.3322  126.36798 253.25414]
549:[131.2527  161.37753 358.138  ],[147.70503  86.05037 239.27773],[157.36502   58.925636 206.64932 ],[165.39311   44.053883 188.90013 ],[172.98865  32.16896 175.4232 ],[123.232704 113.320984 200.2732  ],[127.25412   88.199196 164.96875 ],[131.23041   73.299095 145.92067 ],[134.91336   60.591087 131.58493 ],[102.74269 146.61584 193.62758],[ 95.07177 136.75575 151.94287],[ 93.70719 132.36652 127.86953],[ 95.8136  130.34964 108.58051],[ 88.914856 191.75462  190.87881 ],[ 86.791756 196.43732  158.27286 ],[ 85.49934 199.28749 141.05489],[ 84.46149 201.57648 128.81009],[165.18332 147.65062 301.53314],[180.12279 134.11607 274.76694],[167.60213 144.59663 245.49547],[147.94545 161.63168 233.80469]
550:[123.43605 131.17511 397.573  ],[118.41661    8.182014 425.35352 ],[141.81367    -4.7981663 391.03482  ],[143.23819   16.189167 378.4588  ],[133.18907   29.631233 388.4035  ],[ 83.50952    -4.1941376 372.05115  ],[106.42352  -12.746262 336.05823 ],[110.32236  11.42207 334.8989 ],[102.15494   22.440994 348.77145 ],[ 61.457603  16.292305 333.76978 ],[ 84.23736     7.7458916 297.6904   ],[ 90.31652   31.224226 294.15985 ],[ 83.5476    44.457954 306.79398 ],[ 46.6047    44.829826 290.96564 ],[ 71.159    36.24213 270.64517],[ 81.176994  45.523285 281.58832 ],[ 79.04632  51.79799 292.18738],[159.9544   91.17486 430.46796],[173.69554  69.02889 451.52832],[186.90088  46.74522 472.80002],[199.74544  33.64335 494.63144]
551:[163.45139 145.97926 342.472  ],[201.44263 101.14432 205.24223],[218.55177  85.25781 168.51929],[229.65465   76.689064 148.42062 ],[239.9242   72.35339 132.41095],[158.14803  98.60722 181.70969],[157.32817   82.913826 141.12984 ],[157.27118  75.94487 117.63338],[157.60942  72.23052  98.485  ],[119.0617   105.661995 188.46826 ],[110.69581 107.76075 145.81517],[105.06799  109.89764  122.057755],[ 99.84606  112.30647  103.416405],[ 77.16377 127.06961 199.99738],[ 72.79344 127.28143 167.2798 ],[ 72.0364  131.72849 150.37114],[ 73.81554 139.7471  140.9484 ],[168.3643  170.25774 271.8449 ],[174.2291  176.72377 239.49377],[145.3268  170.15565 223.84305],[118.58157 161.09103 227.81519]
552:[157.87201 156.34679 367.244  ],[253.82825  99.5099  288.5979 ],[251.53102  116.913925 248.77954 ],[239.00856 131.80042 233.87204],[224.0616  143.57571 229.57066],[231.48602  62.81391 269.79825],[254.46907  46.25215 236.76544],[267.97696   36.977257 218.54    ],[278.234     31.234472 202.97128 ],[196.92796   47.139404 270.5155  ],[214.23376  21.27756 240.09589],[223.80504    7.381262 222.32127 ],[230.80069    -2.1356125 206.79514  ],[151.04315   40.603065 265.24976 ],[150.96281   15.791655 243.47887 ],[150.93889     3.7986326 230.7345   ],[150.92598    -4.6917458 221.56035  ],[188.21252 169.13016 304.0358 ],[209.21384 171.87822 278.07053],[216.07251 152.08815 251.903  ],[228.27472 140.51872 228.87027]
553:[151.90375 158.56102 374.938  ],[187.31961 111.36823 242.41655],[197.65202  96.31801 202.9145 ],[203.39207  90.54444 179.79803],[208.15785  87.21107 161.1769 ],[148.04295  95.1259  225.19676],[136.03195  89.50667 183.74994],[127.856415  89.80713  160.64748 ],[120.3601   92.16517 142.79205],[112.740524  92.38176  235.50409 ],[102.81033 117.09111 201.08725],[105.09091 135.96101 216.55913],[109.31228 135.52606 235.60019],[ 71.22403 102.0569  248.1777 ],[ 69.62012 125.46893 224.96373],[ 80.395096 133.35214  236.27776 ],[ 84.70098 129.64478 247.41177],[196.83655 166.3446  327.12805],[220.44525 165.05693 303.38416],[244.53218 163.40135 280.13535],[269.60056 165.14966 266.65308]
554:[117.83175 131.0311  389.142  ],[139.20496    8.613876 416.38693 ],[148.56787     1.8078327 374.43823  ],[141.98244   23.571354 365.29306 ],[135.54965   33.509075 380.79892 ],[ 97.61573  -10.544746 388.83795 ],[105.20409  -16.581768 346.41565 ],[102.93264     7.5200844 342.5954   ],[ 98.92619   17.298021 358.99393 ],[ 63.689133    2.5801773 364.64914  ],[ 69.90788    -3.7556558 322.0479   ],[ 71.882935  11.082277 302.64203 ],[ 69.792     29.706604 308.05804 ],[ 30.841713  26.541374 327.3488  ],[ 41.88755   21.028759 296.73532 ],[ 45.79225  37.51953 292.36954],[ 44.040955  47.3406   299.90155 ],[156.5116   85.71295 404.54764],[174.30013   61.006905 418.54697 ],[190.05779  34.48909 431.65915],[208.32599   18.244562 446.34384 ]
555:[161.7147  171.51884 320.093  ],[169.85048  35.392   316.54   ],[175.99486    -5.7609863 303.79803  ],[179.58391 -28.50343 295.39844],[182.56117 -46.12229 287.57013],[122.072136  24.104218 308.55283 ],[121.09648 -19.22578 304.64917],[121.07828  -41.247375 293.89267 ],[121.263054 -57.47235  283.06277 ],[ 86.16397  42.23764 303.58426],[ 73.76229     0.7290268 299.47174  ],[ 66.8112   -22.526491 296.07812 ],[ 61.31868 -40.89348 292.4647 ],[ 47.803978  72.745514 285.2274  ],[ 30.249523  45.44023  279.24014 ],[ 20.965727  30.965014 275.9949  ],[ 14.3454   20.62493 273.6485 ],[208.52458 128.29189 307.60696],[229.60466 102.25048 307.0808 ],[246.70409  73.45152 305.7932 ],[257.15448  46.97715 304.01865]
556:[160.24352 162.89487 367.304  ],[235.99458  57.76039 358.7761 ],[248.88873  66.84625 318.21912],[233.93802   86.265144 318.40823 ],[220.77254   99.286964 324.54608 ],[206.60889   28.381233 330.80432 ],[219.60147  35.54815 289.8958 ],[207.03593   56.582905 289.34845 ],[197.48051  60.08194 305.9924 ],[170.35858   28.431023 313.42523 ],[184.70987   19.145857 273.40643 ],[184.7466    39.600025 259.90536 ],[177.97519   55.306828 269.28702 ],[129.7455    40.392754 284.4099  ],[136.00966   19.580034 259.5669  ],[140.20064    9.519755 245.8746  ],[143.61977     2.6515765 236.006    ],[218.8269  143.89154 375.44473],[247.7843  129.52303 384.26608],[274.07114 109.24318 388.8658 ],[296.14767   91.547455 392.4351  ]
557:[165.81955 140.14346 313.273  ],[130.04723  26.20594 232.51549],[147.24701  10.61944 195.70642],[163.97897   27.607235 190.03992 ],[166.55441   43.868088 200.50522 ],[ 92.27177  45.65668 200.59598],[ 99.89935   35.074604 159.08069 ],[119.75612  49.24416 161.44415],[123.725334  58.43707  178.18651 ],[ 71.26963  81.8905  192.38388],[ 66.660934  68.86955  151.11775 ],[ 87.77133  81.09183 148.747  ],[ 96.48783  90.36904 163.52965],[ 59.48106 132.56303 181.02286],[ 40.070145 125.69082  155.22415 ],[ 29.983786 121.78747  141.46619 ],[ 22.749008 118.80478  131.71872 ],[189.75941 125.05245 244.43517],[198.74702  109.429214 216.18735 ],[181.53639 106.43986 187.58165],[157.83661 112.32037 172.85098]
558:[161.88069 183.57466 342.819  ],[179.68674  65.97695 279.71338],[189.85461   36.295982 249.55821 ],[196.94763  22.22496 230.78726],[203.73895   13.319518 214.81409 ],[134.49112  62.26068 254.15356],[136.76938   29.590698 225.49765 ],[139.38014   13.281538 207.39107 ],[1.4186491e+02 1.3151932e-01 1.9319691e+02],[ 98.89887  82.96715 248.45117],[ 88.75318   52.735466 218.84053 ],[ 83.04816  35.45246 202.427  ],[ 78.4247    21.334213 189.78305 ],[ 64.48481 119.6566  236.35464],[ 49.830055  98.569    215.61494 ],[ 42.334145  87.53522  204.28714 ],[ 37.090755  79.679085 196.09937 ],[169.55293 159.19073 278.91837],[175.44365 138.63802 253.11746],[146.98358 130.45444 237.41771],[119.43376 137.31445 240.10101]
559:[147.32272 180.01    323.498  ],[161.91399  74.71643 233.2829 ],[145.87094   39.490524 213.39732 ],[136.50256   19.754868 202.28918 ],[128.8286     4.055769 193.61627 ],[114.02464  54.27323 237.56412],[ 93.859245  57.918682 199.17471 ],[ 91.56277  78.97879 186.85191],[ 97.76458  97.39461 188.57417],[ 78.34867  60.68495 257.49207],[ 62.711597  79.18496  221.34084 ],[ 64.20491 103.49018 224.11203],[ 70.60958 115.50289 238.08507],[ 37.682724  81.690414 273.72574 ],[ 33.16094  72.96449 242.2139 ],[ 30.107178  87.900345 233.62045 ],[ 30.552048  97.86156  241.15889 ],[135.00043 185.03734 249.65964],[132.77046 180.44083 216.54315],[108.018936 161.10178  204.84738 ],[ 90.146866 149.86328  224.01866 ]
560:[149.81737 198.15433 335.878  ],[171.35742 106.48703 235.95833],[177.82236  101.010574 193.27469 ],[182.32507  98.14219 169.35501],[186.55801  95.62248 150.47899],[123.171646 106.42206  212.42938 ],[127.34699  77.3073  180.35796],[130.05685  60.30014 162.92046],[132.453     46.284027 149.56464 ],[ 85.29588 124.75754 214.78427],[ 72.50872   97.224525 183.60574 ],[ 65.07127  81.83348 166.04291],[ 59.4802    72.131546 150.06845 ],[ 48.50461 159.61241 215.02516],[ 52.690296 173.14671  185.21095 ],[ 63.121265 187.18373  184.57112 ],[ 68.67271 191.70506 194.81761],[151.67874 216.24048 261.1427 ],[155.24226 218.10875 227.87692],[124.17973 210.72533 217.67729],[108.140045 206.00383  240.77898 ]
561:[172.75583 141.88612 360.244  ],[222.61145  97.5565  227.172  ],[242.8012    90.662636 189.24406 ],[255.64809  86.40112 168.81247],[266.89764  82.92886 153.25735],[185.8305   76.74141 208.33887],[176.91911 110.53683 182.41328],[178.18074 126.68336 200.8076 ],[181.36679  125.655396 220.02643 ],[148.9591   70.00017 217.41919],[143.72002  66.09582 174.39609],[139.84383  64.96021 150.22299],[136.09831  64.55654 131.08195],[103.62268   75.435425 229.80267 ],[ 93.63246   60.076553 202.3457  ],[ 87.95256   51.348274 188.28127 ],[ 83.65021   45.151775 178.31409 ],[180.64912 139.12508 288.73743],[189.19467 134.0471  256.7376 ],[190.555   124.0224  224.78322],[188.33151  112.904175 198.61658 ]
562:[121.77932 157.05743 396.813  ],[193.0075   75.2158  325.05966],[211.22067   44.267757 300.4796  ],[220.01982  28.0106  284.3882 ],[225.34534   16.533443 269.5395  ],[166.85713  36.91561 328.72015],[164.09755   25.651861 286.77744 ],[150.4833    39.500244 271.8266  ],[142.42024   55.038986 280.43506 ],[134.283     26.096336 345.33405 ],[128.4504    10.863016 304.99045 ],[116.60141   27.625275 291.60086 ],[114.50179  42.36723 304.20392],[ 90.48663   23.653893 354.19342 ],[ 94.96376    -2.5833912 334.6705   ],[ 96.090256 -14.082401 321.52682 ],[ 96.37182  -21.294966 311.32138 ],[117.37889 142.81433 325.411  ],[121.57297 132.07239 293.9496 ],[107.939735 102.32108  301.18994 ],[ 96.476944  87.89144  322.95325 ]
563:[159.47945 161.7639  344.981  ],[196.28807  40.69426 299.4976 ],[209.32384    4.545761 279.07617 ],[216.86127  -15.986322 268.01843 ],[223.34889 -32.05939 259.06644],[162.12943   34.832275 257.27808 ],[167.86516    -3.5363388 237.56438  ],[172.01765  -24.757542 226.02875 ],[176.44931  -40.947403 216.08794 ],[130.35489  54.09728 237.61172],[129.32248   22.171366 208.05923 ],[130.995      5.448393 190.22113 ],[133.51833   -7.500247 175.84975 ],[100.2173    88.320435 212.7158  ],[ 92.987114  76.636856 182.70244 ],[ 89.332825  70.07353  166.8967  ],[ 88.32691  65.88275 155.1631 ],[210.51813 126.09253 359.1479 ],[233.1397  102.92113 367.75903],[255.7286   79.78279 376.57874],[273.01273   57.207546 378.78546 ]
564:[168.70667 147.23912 345.754  ],[191.57529  86.54239 212.91312],[203.05365   62.601135 178.43497 ],[210.80653  48.51102 159.94133],[218.6802    37.725784 145.7197  ],[158.02779 107.62009 182.99039],[154.95604 101.08331 140.07751],[152.9574    96.637634 116.05888 ],[151.29486  92.61931  97.04152],[129.01547 134.89171 184.24747],[147.41464 155.58559 150.67795],[159.37503 168.93698 167.39148],[156.33763 165.49008 186.35101],[104.35557 175.90521 190.2262 ],[ 97.64096 183.99126 158.9354 ],[ 93.596924 188.86133  142.62036 ],[ 90.3867  192.7273  131.17482],[208.75098 168.91544 288.2129 ],[227.84708 172.63783 260.9313 ],[211.00264 181.8585  233.45999],[184.2337  182.7125  243.25525]
565:[158.49028 181.53159 331.717  ],[232.50166 120.3289  227.15857],[247.73175 126.69888 186.8951 ],[257.05856 132.4338  164.96852],[265.14706 138.44456 148.2647 ],[195.76566  94.55708 204.03998],[208.03786  74.02171 167.68932],[215.80074   61.337242 148.20868 ],[222.40604   52.070698 132.36342 ],[153.90485  88.15201 206.64166],[155.30559   82.468376 163.52075 ],[151.01613 105.45089 156.16835],[147.70137  122.550964 164.95303 ],[102.782776  96.639694 208.17136 ],[ 96.67147  78.45472 181.30981],[ 93.30076  69.16502 166.8671 ],[ 90.78901  62.6826  156.47859],[165.17915 201.8385  258.28992],[174.47322 207.10243 226.52968],[152.73058 184.99252 213.80815],[133.58995 168.5527  227.09804]
566:[152.653   153.31633 368.485  ],[195.52116  107.991806 236.74393 ],[212.89034  92.959   199.78441],[223.69557  83.80861 179.78015],[232.08383  81.64154 162.30125],[156.65944  92.9271  215.91321],[148.62285  86.88982 173.57358],[143.06071  83.56053 149.93819],[137.80652  80.89416 131.34102],[120.21609  90.67277 223.35675],[111.43099  99.55803 181.67278],[111.28169 123.54927 186.6779 ],[114.87932 127.54    205.43163],[ 77.47371 101.04186 233.21686],[ 74.97044 116.15695 203.979  ],[ 78.43193 133.3028  203.43979],[ 81.884636 141.00232  212.66193 ],[147.26392 174.91737 295.99048],[148.99861 181.08249 263.1    ],[125.09068 166.58975 244.61218],[104.92581 154.6728  228.34514]
